Gene,PD_001,PD_002,PD_003,PD_004,PD_005,PD_006,PD_007,PD_008,PD_009,PD_010,PD_011,PD_012,PD_013,PD_014,PD_015,PD_016,PD_017,PD_018,PD_019,PD_020,PD_021,PD_022,PD_023,PD_024,PD_025,PD_026,PD_027,PD_028,PD_029,PD_030
PPP1R32,17,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,15,20,0,48,0,0,171,3,0,0,0,0,0
PPP1R35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,5,4,3,0,3,0,0,1,1,0,1,0,2
PPP1R36,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
PPP1R37,0,30,1,0,111,0,0,0,0,0,0,30,0,0,0,46,23,14,40,91,39,0,40,0,101,0,0,4,0,38
PPP1R3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R3B,34,2844,1027,0,2399,888,0,0,326,0,0,1411,0,0,4,476,550,2123,1036,1447,177,846,1250,0,866,2049,0,1726,1817,4467
PPP1R3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R3D,705,207,0,0,0,0,0,0,153,1023,0,112,824,533,2168,230,0,227,180,247,0,365,339,0,0,0,0,125,794,332
PPP1R3F,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R3G,474,0,16,0,0,1,1029,0,71,64,0,0,0,260,391,72,0,2,0,0,0,665,135,0,0,682,0,0,0,0
PPP1R42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R7,487,429,52,0,521,388,0,0,706,2350,0,353,0,465,2119,780,0,215,496,789,932,2391,396,1027,590,936,429,119,227,355
PPP1R8,0,6,0,0,70,0,0,0,2,17,0,2,0,0,0,6,0,22,13,29,3,82,3,23,0,0,0,2,0,4
PPP1R9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R9B,2188,4773,4242,0,1658,0,0,0,312,0,0,9118,9127,921,3,2092,1435,6529,2963,4719,1729,4283,1785,429,1679,1493,0,3822,7366,4457
PPP2CB,2480,1680,1927,515,2610,59,0,0,3882,0,0,1610,678,0,5230,926,1089,453,2135,3022,1052,1926,3704,3634,3058,2502,5379,1516,2548,842
PPP2R1A,2613,1126,1859,0,4088,0,0,0,3261,1213,0,2050,1151,485,2455,3784,1774,911,2553,2637,2361,2365,2021,1491,3842,1530,0,1312,0,1318
PPP2R1B,0,164,0,0,27,0,0,0,284,0,0,86,0,266,0,93,0,49,166,96,583,242,178,700,796,321,776,111,193,0
PPP2R2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP2R2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP2R2D,73,120,192,0,82,0,0,0,238,13,566,44,99,0,144,184,208,80,209,360,126,522,424,170,1,112,380,174,141,179
PPP2R3A,323,70,0,0,588,0,0,0,34,0,0,86,0,0,0,315,0,0,57,88,278,167,82,0,0,0,479,0,0,0
PPP2R3B,72,9,0,0,0,0,0,0,0,0,0,123,0,0,0,64,0,38,8,0,0,0,78,0,2985,0,0,0,0,0
PPP2R3C,19,41,12,0,3,14,0,0,25,0,0,14,15,0,0,0,21,19,14,51,65,9,141,108,31,131,167,7,78,26
PPP2R4,1488,1100,811,0,2819,0,0,53,2531,0,1,187,1395,0,3543,1377,40,137,900,1057,426,25,3564,1836,1,2591,0,2010,2248,737
PPP2R5A,3,7,4,0,0,3,0,0,5,0,0,5,0,0,0,28,0,10,13,12,7,41,13,49,17,0,0,7,31,18
PPP2R5B,0,2,23,0,0,0,0,0,10,0,37,21,119,0,25,98,68,4,41,22,0,0,71,281,127,0,0,0,0,3
PPP2R5C,600,450,328,1399,1174,0,0,0,99,0,0,486,633,0,0,1621,1554,1034,854,286,1231,127,545,0,567,189,0,735,0,675
PPP2R5D,0,58,0,0,0,0,0,0,189,0,0,20,0,0,0,0,15,33,65,87,0,0,35,60,0,0,0,161,0,0
PPP2R5E,806,151,0,0,51,180,0,0,486,0,0,291,0,0,0,93,0,125,200,629,110,1680,0,1323,2085,0,0,427,575,427
PPP3CA,5,10,2,0,0,5,0,0,16,0,57,4,0,0,0,78,0,17,6,10,8,25,15,0,0,0,0,22,72,19
PPP3CB,10,5,0,0,0,0,0,0,3,0,0,1,0,0,2,25,0,9,5,3,2,27,4,6,15,0,0,1,48,7
PPP3R1,1051,1385,1078,0,846,785,0,0,759,952,0,1430,758,0,1081,521,744,3418,1207,2121,1830,3391,1680,2835,1572,2506,1943,1506,1354,2774
PPP3R2,0,38,0,0,0,0,0,0,0,0,0,58,0,0,0,651,0,2,0,0,0,0,213,0,604,1116,0,0,0,0
PPP4C,2957,2392,3715,0,4367,19,0,0,3450,0,9683,2483,22,1237,2254,1412,915,3259,3671,4238,1780,2154,4003,2080,5643,1544,4652,2316,8599,4465
PPP4R1,144,661,623,613,511,663,0,0,530,5894,1032,1679,325,0,2486,1866,193,1336,1091,6112,264,479,2252,2184,3204,601,0,1700,0,2556
PPP4R2,165,875,499,0,975,127,3,2239,687,437,835,759,1518,515,0,346,916,1962,808,1050,263,1291,803,1278,2167,123,1011,671,2572,1118
PPP4R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,0,0,175,0,0,0,0,0,0,0
PPP5C,526,35,0,0,31,0,0,0,152,0,0,62,189,0,0,52,0,6,70,235,205,89,128,0,262,0,0,0,0,58
PPP6C,138,253,119,0,101,150,0,0,198,0,0,251,422,387,0,317,0,352,448,1703,695,1028,488,1909,0,451,0,429,0,554
PPP6R1,3537,2128,2120,19,3111,4,2122,0,5109,0,0,3581,1062,899,13330,1015,0,2381,1808,5455,3088,4798,2586,1286,382,2491,0,1402,8671,3901
PPP6R2,265,102,121,0,514,0,0,0,374,1,2567,134,0,0,0,599,0,134,296,205,0,244,269,390,116,266,0,0,0,306
PPP6R3,36,127,127,0,144,0,0,0,382,19,775,139,590,0,592,25,838,429,241,485,251,289,524,346,376,157,0,189,312,511
DESI2,1,3,5,0,0,0,0,0,24,0,86,5,0,0,0,0,0,5,20,30,9,36,0,0,45,0,0,15,0,34
DESI1,127,106,195,0,201,383,300,0,194,0,0,107,280,0,1064,328,252,38,251,389,341,0,844,405,723,185,0,166,0,180
PPRC1,274,71,0,0,0,0,0,0,90,0,0,150,0,0,0,176,0,78,54,47,0,555,89,192,337,1,0,59,0,91
PPT1,1121,1429,1071,0,636,0,0,0,1624,741,2169,1649,1675,0,0,2569,496,2401,1449,3353,2366,9141,1782,3209,310,1521,0,1690,0,2292
PPT2,381,141,0,0,0,0,0,0,0,0,0,159,0,0,776,271,0,6,721,0,0,0,86,0,0,0,0,115,0,0
PPTC7,533,635,377,695,66,712,0,0,816,0,8387,1031,256,0,1572,720,978,1295,840,896,1128,5123,750,2092,0,1014,0,1432,0,1160
PPWD1,515,97,0,0,310,0,0,0,244,0,0,228,483,0,1898,0,0,274,427,526,483,601,564,620,0,781,0,0,0,318
PPY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPY2,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,1,0,0,0,0,2,0,0
PPYR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PQBP1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,0,1,1,5,0,2,9,3,0,0,0,2,1,3
PQLC1,1619,919,308,0,2300,0,0,0,1467,655,0,771,1327,259,412,525,458,336,1191,1129,429,621,1014,229,2303,722,3326,525,0,206
PQLC2,134,25,3,0,0,1,0,0,0,115,0,17,0,0,0,126,0,51,40,79,0,77,138,0,0,165,0,113,0,51
PQLC3,1,186,0,0,0,0,0,0,194,0,0,170,380,0,0,125,0,72,149,768,563,307,0,0,1,910,0,0,0,60
PRAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRADC1,0,8,0,0,181,0,0,0,55,0,0,24,0,0,0,116,0,23,1,137,188,0,117,630,99,0,0,41,0,0
PRAM1,0,82,202,33,77,0,0,0,6,0,0,29,271,0,15,2,0,47,51,0,0,0,5,0,6,0,0,82,0,29
PRAME,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PRAMEF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
PRAMEF11,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PRAMEF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRAMEF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRB1,0,0,0,0,0,0,0,0,0,0,0,5,127,0,0,48,0,0,0,0,99,0,0,0,0,0,3,0,0,0
PRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,824,0,0,0
PRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60,0,0,0,0,0,0,0,0,0,0
PRB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,0,13,0,0,0,0,131,0,0
PRC1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
PRCC,680,542,572,559,132,0,0,0,110,0,0,401,0,0,1706,578,0,292,830,131,500,622,750,496,0,601,0,881,0,62
PRCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
PRCP,11,5,1,0,0,0,0,0,12,0,12,9,12,0,0,0,13,23,10,14,30,70,6,71,14,20,0,14,13,37
PRDM1,3839,3776,2729,1476,3866,16338,1398,0,6112,2161,0,4376,1105,0,5286,3383,5515,1944,6404,7989,8591,4804,3995,9553,8980,2331,4014,4872,821,6160
PRDM10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,0
PRDM12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM15,101,72,0,0,0,0,0,0,15,0,0,15,640,0,0,0,0,42,93,86,0,0,296,0,0,0,0,0,0,0
PRDM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM2,0,1,15,0,0,0,0,0,2,0,0,0,0,0,0,0,29,7,0,10,0,0,24,0,0,0,0,0,0,1
PRDM4,263,303,0,247,0,0,0,0,152,0,0,259,0,0,4406,0,0,215,371,231,0,1265,235,747,0,145,0,384,0,574
PRDM5,0,228,304,0,0,0,0,0,0,0,0,0,0,0,0,370,0,51,17,131,0,0,0,0,0,932,0,194,0,108
PRDM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PRDM8,0,5,6,0,3,0,0,0,0,0,0,4,6,0,0,0,4,31,15,4,0,0,16,0,13,13,0,7,27,201
PRDM9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PRDX1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDX2,10519,6050,8813,0,16844,11147,4297,4175,25572,5030,1692,2030,1037,1808,68162,12533,5610,557,14269,15494,4266,644,18523,14922,16129,1456,15970,9747,2514,2544
PRDX3,284,258,150,0,78,0,0,0,81,0,0,214,1144,2,0,252,0,345,376,737,299,909,520,167,0,1362,0,123,914,342
PRDX4,167,30,0,0,52,1053,0,0,160,0,861,74,0,0,0,1,209,41,54,252,0,442,61,0,0,792,0,0,0,59
PRDX5,403,1890,1852,0,833,0,0,0,3164,945,0,1418,2076,0,6762,2868,374,2181,3173,2921,2690,1077,2507,1018,3974,2712,0,1986,2635,1554
PRDX6,748,750,966,0,2974,0,0,0,1713,0,0,912,0,0,1087,753,451,656,1575,1915,2492,952,1121,776,1638,2673,837,502,0,279
PREB,2,218,0,0,157,0,0,0,0,0,713,146,11,0,0,291,0,63,233,0,293,0,347,169,603,0,0,0,0,143
PRELID1,10312,4739,6434,886,8696,11422,7,5372,7353,2686,1148,5838,2408,2261,22492,4728,1107,4420,5281,9134,2555,2161,7805,6350,5509,1135,12636,6235,5694,6790
PRELID2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRELP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
PREP,0,55,173,0,34,0,0,0,148,0,0,164,522,0,0,180,0,101,258,33,380,94,556,186,172,0,0,41,0,273
PREPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
PREX1,4,23,12,3,3,0,0,0,5,14,67,7,22,0,0,14,67,106,19,17,10,9,11,1,0,50,0,24,10,111
PREX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,0,110,0,0,0,0,0,0,0,0,0
PRG1,62,0,1,200,4,117,547,198,0,0,0,8,0,155,49,184,0,0,20,24,0,81,0,103,0,23,383,25,0,23
PRG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRH1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,66,0,0,0,0,0,0,0,0
PRH2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
PRHOXNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELZ2,26,7,4,0,0,0,0,0,22,511,0,58,28,0,0,0,347,197,67,18,86,26,276,0,0,196,0,99,231,243
PRICKLE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRICKLE2,0,118,0,0,0,0,0,0,0,0,0,27,0,0,0,232,0,12,29,45,324,0,0,0,0,0,0,0,0,0
PRICKLE3,0,91,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,57,0,73,175,212,0,0,0,0,0,0,0,0
PRICKLE4,0,0,0,0,0,1,0,0,0,0,0,22,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRIM1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,11,0,0,0,22,39,0,0,0,24,0,0
PRIMA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKAA1,738,611,486,0,676,0,0,0,295,0,0,856,147,0,0,120,172,569,788,203,124,825,256,735,433,299,0,227,0,151
PRKAA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
PRKAB1,0,69,0,0,0,0,0,0,0,0,0,137,0,639,0,0,0,194,110,284,55,210,0,0,0,138,0,0,0,189
PRKAB2,0,0,873,0,0,0,0,0,0,0,0,6,0,0,708,141,119,18,349,118,0,0,517,849,0,849,0,60,0,147
PRKACA,26,29,21,0,8,0,0,0,27,0,0,21,14,0,0,140,25,28,29,47,5,203,91,124,7,14,0,18,29,12
PRKACB,0,76,263,290,0,0,0,2,162,0,0,135,0,0,0,173,0,141,134,55,0,205,357,1284,0,0,0,0,0,25
PRKACG,1,13,0,0,0,70,0,0,1,672,0,0,0,0,0,0,158,0,0,43,0,0,0,0,0,0,0,35,528,0
PRKAG1,271,325,121,0,0,0,0,0,80,423,0,287,523,0,597,0,298,333,142,543,136,72,304,0,1492,791,50,84,0,516
PRKAG2,612,66,122,0,87,0,0,0,0,0,0,115,242,0,1,0,0,48,74,137,249,417,264,0,0,0,0,71,1311,117
PRKAG3,0,0,11,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,69,0
PRKAR1A,590,849,568,43,615,0,3,0,619,0,520,405,1238,0,220,562,238,1425,524,1067,847,1300,1038,1346,493,777,0,763,138,1028
PRKAR1B,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKAR2A,1,4,0,0,1,0,0,0,18,0,0,1,0,0,9,0,0,6,4,21,0,31,52,66,33,53,0,10,0,20
PRKAR2B,0,0,0,0,2,0,0,0,5,0,1,5,0,0,0,0,16,2,2,0,20,28,14,0,0,0,0,0,0,20
PRKCA,68,6,0,0,0,0,0,0,44,0,0,19,0,0,0,0,0,24,108,35,108,74,95,753,0,0,0,0,0,35
PRKCB,110,274,1838,0,92,0,0,0,290,0,0,225,978,0,0,91,499,532,202,326,74,156,47,521,0,642,0,122,0,398
PRKCD,903,1465,1049,3,1523,485,0,0,569,0,0,1597,875,0,0,196,2131,2729,1353,1605,2242,1346,1886,166,659,1182,2686,1051,341,1604
PRKCDBP,0,0,0,0,244,0,0,0,0,0,1568,109,0,1,0,0,0,6,38,746,468,61,538,0,0,0,0,116,0,52
PRKCE,0,49,0,0,0,0,0,0,0,0,0,74,0,0,673,0,286,78,21,0,214,0,0,0,256,0,0,0,0,0
PRKCG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKCH,10,0,0,0,8,0,0,0,6,0,0,2,4,0,3,14,11,2,6,3,21,2,61,8,41,7,13,4,13,2
PRKCI,1,146,466,240,816,0,0,0,899,1244,0,249,434,0,1007,291,0,63,610,157,773,92,584,1144,0,591,1,0,0,40
PRKCQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,349,106,0,0,0,0,0,0,0,0,0,8
PRKCSH,14,24,37,1,20,0,0,0,21,66,0,9,0,0,0,34,48,43,14,14,21,65,174,55,90,34,0,34,0,72
PRKCZ,1,26,0,0,20,0,0,0,14,0,0,44,0,105,0,0,0,26,66,0,151,0,82,0,0,0,9,26,8,45
PRKD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKD2,0,534,1278,701,28,0,0,0,307,0,0,228,0,0,178,205,146,629,237,1,647,261,332,0,0,1453,0,297,0,254
PRKD3,63,91,0,0,389,0,0,0,355,0,0,349,1416,0,0,319,181,140,455,1006,522,2249,450,450,173,1324,0,211,1232,527
PRKDC,203,727,475,0,400,0,0,0,500,1193,0,255,546,0,0,0,249,666,583,474,638,1055,0,1345,0,2701,0,294,490,239
PRKG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,117,0,0,0,0,0,0,0
PRKG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKRA,0,22,52,0,19,0,0,0,252,0,0,102,206,0,0,290,278,61,227,239,14,506,178,178,0,609,0,0,497,38
PRKRIP1,0,87,0,0,34,0,0,0,21,0,0,28,0,0,0,192,0,42,112,17,0,74,19,71,0,0,0,0,0,63
PRKRIR,316,418,0,0,0,0,0,0,569,0,0,392,584,0,0,0,0,283,196,218,0,1277,225,2846,577,0,0,0,0,10
PRKX,484,121,592,0,252,1566,0,0,0,0,0,132,0,0,0,0,182,740,267,463,277,77,188,277,92,308,0,191,0,271
PRKY,0,37,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,35,0,0
PRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRLH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
PRLHR,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0
PRLR,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRM1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
PRM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
PRM3,167,0,0,0,141,0,0,0,0,738,0,0,0,0,1408,0,0,4,0,0,0,0,0,0,114,0,0,0,0,0
PRMT1,2355,287,0,0,428,0,0,0,1720,0,0,1230,595,0,1,2241,0,365,659,2069,1281,2930,884,373,0,423,0,529,1311,743
PRMT10,0,4,8,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,3,12,18,21,2,32,48,80,0,0,0,0
PRMT2,0,20,0,0,17,0,0,0,0,0,0,28,0,98,0,87,0,22,21,169,0,44,16,69,99,0,0,20,0,7
PRMT3,0,0,0,0,0,0,0,0,72,0,0,31,0,0,136,0,41,21,9,22,0,125,76,189,0,92,0,0,0,16
PRMT5,321,703,2773,0,419,2401,0,0,4672,0,0,191,1714,0,8581,1286,869,1084,2743,1464,2219,1001,6870,398,1735,0,5864,4039,0,141
PRMT6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
PRMT7,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,21,0,116,0,79,0,0,0,0,0,0,0,0
PRMT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PRNP,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,34,0,0,0,0,0,0,0,0,0
PROC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
PROCA1,0,1,0,0,0,0,0,0,0,0,0,18,0,0,1870,3,0,14,7,0,0,4,0,3,0,0,0,0,0,1
PROCR,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11
PRODH,0,10,0,13,0,16,0,0,124,0,0,3,0,0,36,0,0,0,18,57,0,44,8,0,0,0,0,0,0,0
PRODH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROK2,37,379,305,20,131,0,0,0,145,0,0,208,76,0,25,72,345,616,174,96,154,4,63,0,23,85,39,92,28,256
PROKR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROKR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
PROL1,0,38,1,262,0,0,279,208,90,2056,3113,17,0,0,0,2284,2810,785,286,62,69,243,54,680,105,473,4151,1396,435,19
PROM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,253
PROM2,0,885,0,0,253,0,0,0,166,0,0,887,2044,0,1416,1,426,12,1404,240,2214,0,514,0,689,0,0,1106,0,46
PROP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROS1,0,63,0,0,0,0,0,0,0,0,0,335,962,0,0,358,0,3,32,54,589,0,0,0,0,0,0,149,0,86
PROSAPIP1,0,0,0,0,0,211,0,1,18,0,0,0,0,0,0,0,70,2,0,17,0,0,0,1,0,1,0,0,0,0
PROSC,452,159,0,0,388,0,0,0,374,0,0,226,0,0,0,123,0,197,375,403,0,0,1286,165,0,677,0,542,0,166
PROSER1,0,97,366,0,0,0,0,0,73,0,0,182,0,0,0,1786,122,128,241,0,752,795,63,698,187,0,0,353,0,108
PROX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
PRPF18,2,9,8,0,5,0,0,0,15,125,0,1,22,20,0,0,5,7,11,0,0,0,15,0,0,90,216,6,0,8
PRPF19,804,173,826,0,831,0,0,0,284,0,0,808,1391,0,0,406,815,393,854,1713,284,1055,1040,49,1,1639,0,484,1397,0
PRPF3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,4,0,0,1,0,0,0,0,0,0,0,0
